a,b,c,d,e,f,g,h,i,j
PT-0002-3008ES-0002-008,31353,,PT-0002-3008,ALFA CASIS ESPUMA 0317 BC KOREANO 35 BC,16350,ES-0002-008,PEELER 030-017 BLANCO,BON_PROD,N,1
PT-0002-3008TX-0054-004,31354,,PT-0002-3008,ALFA CASIS ESPUMA 0317 BC KOREANO 35 BC,16351,TX-0054-004,KOREANO 35-150 BLANCO,BON_PROD,Y,1
PT-0002-3008PR-0001-001,31355,,PT-0002-3008,ALFA CASIS ESPUMA 0317 BC KOREANO 35 BC,16352,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-3009TX-0123-029,31356,,PT-0002-3009,TERCIOPELO MOSTAZA GALIA DUO NEGRO,16353,TX-0123-029,TERCIOPELO 2000 MOSTAZA,BON_PROD,N,1
PT-0002-3009TX-0042-005,31357,,PT-0002-3009,TERCIOPELO MOSTAZA GALIA DUO NEGRO,16354,TX-0042-005,GALIA DUO NEGRO,BON_PROD,Y,1
PT-0002-3009PR-0001-001,31358,,PT-0002-3009,TERCIOPELO MOSTAZA GALIA DUO NEGRO,16355,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3010TX-0005-026,31359,,PT-0002-3010,ALFA RUBOR MEMORY RUBBER 3.5MM,16356,TX-0005-026,ALFA RUBOR,MATP,Y,1
PT-0002-3010ES-0003-012,31360,,PT-0002-3010,ALFA RUBOR MEMORY RUBBER 3.5MM,16357,ES-0003-012,MEMORY RUBBER 3.5MM,MATP,Y,1
PT-0002-3010PR-0001-001,31361,,PT-0002-3010,ALFA RUBOR MEMORY RUBBER 3.5MM,16358,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3011TX-0005-055,31362,,PT-0002-3011,ALFA ARENA ESPUMA 0417 BC GASA BC,16359,TX-0005-055,ALFA ARENA,MATP,Y,1
PT-0002-3011ES-0002-019,31363,,PT-0002-3011,ALFA ARENA ESPUMA 0417 BC GASA BC,16360,ES-0002-019,PEELER 040-014 BLANCO U,BON_PROD,Y,1
PT-0002-3011TX-0040-001,31364,,PT-0002-3011,ALFA ARENA ESPUMA 0417 BC GASA BC,16361,TX-0040-001,FORRO GASA BLANCO,MATP,Y,1
PT-0002-3011PR-0001-001,31365,,PT-0002-3011,ALFA ARENA ESPUMA 0417 BC GASA BC,16362,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-3012MQ-0016-006,31366,,PT-0002-3012,SANDWICH CAFE ESPUMA 0417 NG KOREANO STD NG,16363,MQ-0016-006,SANDWICH CAFE,MATP,Y,1
PT-0002-3012ES-0002-021,31367,,PT-0002-3012,SANDWICH CAFE ESPUMA 0417 NG KOREANO STD NG,16364,ES-0002-021,PEELER 040-014 NEGRO U,BON_PROD,Y,1
PT-0002-3012TX-0054-010,31368,,PT-0002-3012,SANDWICH CAFE ESPUMA 0417 NG KOREANO STD NG,16365,TX-0054-010,KOREANO STD NEGRO,MATP,Y,1
PT-0002-3012PR-0001-001,31369,,PT-0002-3012,SANDWICH CAFE ESPUMA 0417 NG KOREANO STD NG,16366,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-3013TX-0171-002,31370,,PT-0002-3013,MAQUILA FLIS BCO,16367,TX-0171-002,FLIS BLANCO,BON_PROD,Y,1
PT-0002-3013PR-0001-001,31371,,PT-0002-3013,MAQUILA FLIS BCO,16368,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3014TX-0005-054,31372,,PT-0002-3014,ALFA GINGER PINK 0324 FORRO GASA BCO,16369,TX-0005-054,ALFA GINGER PINK,BON_PROD,Y,1
PT-0002-3014ES-0002-006,31373,,PT-0002-3014,ALFA GINGER PINK 0324 FORRO GASA BCO,16370,ES-0002-006,PEELER 030-014 BLANCO U,BON_PROD,Y,1
PT-0002-3014TX-0040-001,31374,,PT-0002-3014,ALFA GINGER PINK 0324 FORRO GASA BCO,16371,TX-0040-001,FORRO GASA BLANCO,BON_PROD,Y,1
PT-0002-3014PR-0001-001,31375,,PT-0002-3014,ALFA GINGER PINK 0324 FORRO GASA BCO,16372,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-3015TX-0005-026,31376,,PT-0002-3015,ALFA RUBOR EVA 01540 BCA,16373,TX-0005-026,ALFA RUBOR,BON_PROD,Y,1
PT-0002-3015EV-0001-001,31377,,PT-0002-3015,ALFA RUBOR EVA 01540 BCA,16374,EV-0001-001,EVA 015040 BLANCO EP,BON_PROD,Y,1
PT-0002-3015PR-0001-001,31378,,PT-0002-3015,ALFA RUBOR EVA 01540 BCA,16375,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3016SI-0049-019,31379,,PT-0002-3016,DAKAR BERRY SATINADO NEGRO,16376,SI-0049-019,DAKAR BERRY,MATP,Y,1
PT-0002-3016TX-0110-019,31380,,PT-0002-3016,DAKAR BERRY SATINADO NEGRO,16377,TX-0110-019,SATINADO X NEGRO,MATP,Y,1
PT-0002-3016PR-0001-011,31381,,PT-0002-3016,DAKAR BERRY SATINADO NEGRO,16378,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0002-3016PG-0001-034,31382,,PT-0002-3016,DAKAR BERRY SATINADO NEGRO,16379,PG-0001-034,BRASMELT PLUS 350,BON_PROD,Y,1.45
PT-0002-3017TX-0067-008,31383,,PT-0002-3017,LONA POLIESTER BLANCA SARGA 300,16380,TX-0067-008,LONA POLIESTER BLANCO,TEIMP,Y,1
PT-0002-3017TX-0108-013,31384,,PT-0002-3017,LONA POLIESTER BLANCA SARGA 300,16381,TX-0108-013,SARGA 300 IMP,MATP,Y,1
PT-0002-3017PR-0001-011,31385,,PT-0002-3017,LONA POLIESTER BLANCA SARGA 300,16382,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0002-3017PG-0001-029,31386,,PT-0002-3017,LONA POLIESTER BLANCA SARGA 300,16383,PG-0001-029,PU 400 WS 1.45,BON_PROD,Y,1.45
PT-0002-3018MX-0228-009,31387,,PT-0002-3018,MATEO PLUS BLACK INK TST NG,16384,MX-0228-009,MATEO PLUS BLACK INK,BON_PROD,Y,1
PT-0002-3018TX-0127-002,31388,,PT-0002-3018,MATEO PLUS BLACK INK TST NG,16385,TX-0127-002,TST 180 NEGRO SUAVE,BON_PROD,Y,1
PT-0002-3018PR-0001-001,31389,,PT-0002-3018,MATEO PLUS BLACK INK TST NG,16386,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3019TX-0218-010,31390,,PT-0002-3019,MALLA 997 OLIVO ESPUMA 0317 NG ALFA VERDE SECO,16387,TX-0218-010,MALLA 997 OLIVO,BON_PROD,Y,1
PT-0002-3019ES-0002-007,31391,,PT-0002-3019,MALLA 997 OLIVO ESPUMA 0317 NG ALFA VERDE SECO,16388,ES-0002-007,PEELER 030-014 NEGRO U,BON_PROD,Y,1
PT-0002-3019TX-0005-042,31392,,PT-0002-3019,MALLA 997 OLIVO ESPUMA 0317 NG ALFA VERDE SECO,16389,TX-0005-042,ALFA VERDE SECO,BON_PROD,Y,1
PT-0002-3019PR-0001-024,31393,,PT-0002-3019,MALLA 997 OLIVO ESPUMA 0317 NG ALFA VERDE SECO,16390,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,2
PT-0002-3020TX-0005-026,31394,,PT-0002-3020,ALFA RUBOR MEMORY ELASTIC 2 MM,16391,TX-0005-026,ALFA RUBOR,BON_PROD,Y,1
PT-0002-3020ES-0003-014,31395,,PT-0002-3020,ALFA RUBOR MEMORY ELASTIC 2 MM,16392,ES-0003-014,MEMORY ELASTIC 2MM ROJO,BON_PROD,Y,1
PT-0002-3020PR-0001-001,31396,,PT-0002-3020,ALFA RUBOR MEMORY ELASTIC 2 MM,16393,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3021TX-0106-022,31397,,PT-0002-3021,SANDWICH BLUSH KOREANO 70 BC,16394,TX-0106-022,SANDWICH BLUSH,BON_PROD,Y,1
PT-0002-3021TX-0054-009,31398,,PT-0002-3021,SANDWICH BLUSH KOREANO 70 BC,16395,TX-0054-009,KOREANO STD BLANCO,BON_PROD,Y,1
PT-0002-3021PR-0001-001,31399,,PT-0002-3021,SANDWICH BLUSH KOREANO 70 BC,16396,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3022TX-0005-046,31400,,PT-0002-3022,ALFA CASIS ESPUMA 0317 BC KOREANO STD BCO,16397,TX-0005-046,ALFA CASIS,BON_PROD,Y,1
PT-0002-3022ES-0002-006,31401,,PT-0002-3022,ALFA CASIS ESPUMA 0317 BC KOREANO STD BCO,16398,ES-0002-006,PEELER 030-014 BLANCO U,BON_PROD,Y,1
PT-0002-3022TX-0054-009,31402,,PT-0002-3022,ALFA CASIS ESPUMA 0317 BC KOREANO STD BCO,16399,TX-0054-009,KOREANO STD BLANCO,BON_PROD,Y,1
PT-0002-3022PR-0001-001,31403,,PT-0002-3022,ALFA CASIS ESPUMA 0317 BC KOREANO STD BCO,16400,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-3023TX-0005-055,31404,,PT-0002-3023,ALFA ARENA ESPUMA 0317 BC PELLON BC,16401,TX-0005-055,ALFA ARENA,BON_PROD,Y,1
PT-0002-3023ES-0002-006,31405,,PT-0002-3023,ALFA ARENA ESPUMA 0317 BC PELLON BC,16402,ES-0002-006,PEELER 030-014 BLANCO U,BON_PROD,Y,1
PT-0002-3023TX-0054-001,31406,,PT-0002-3023,ALFA ARENA ESPUMA 0317 BC PELLON BC,16403,TX-0054-001,PELLON BLANCO,BON_PROD,Y,1
PT-0002-3023PR-0001-001,31407,,PT-0002-3023,ALFA ARENA ESPUMA 0317 BC PELLON BC,16404,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-3024TX-0106-021,31408,,PT-0002-3024,SANDWICH AMARILLO TST 180 BLANCO SUAVE,16405,TX-0106-021,SANDWICH AMARILLO,BON_PROD,Y,1
PT-0002-3024TX-0127-001,31409,,PT-0002-3024,SANDWICH AMARILLO TST 180 BLANCO SUAVE,16406,TX-0127-001,TST 180 BLANCO SUAVE,BON_PROD,Y,1
PT-0002-3024PR-0001-001,31410,,PT-0002-3024,SANDWICH AMARILLO TST 180 BLANCO SUAVE,16407,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3025TX-0167-004,31411,,PT-0002-3025,DAMASCO LAVANDA ESPUMA 0317 BLANCO,16408,TX-0167-004,DAMASCO LAVANDA - BLANCO,BON_PROD,N,1
PT-0002-3025ES-0002-006,31412,,PT-0002-3025,DAMASCO LAVANDA ESPUMA 0317 BLANCO,16409,ES-0002-006,PEELER 030-014 BLANCO U,BON_PROD,Y,1
PT-0002-3025PR-0001-001,31413,,PT-0002-3025,DAMASCO LAVANDA ESPUMA 0317 BLANCO,16410,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3026TX-0005-049,31414,,PT-0002-3026,ALFA PLASTIC PINK EVA 0240 BC,16411,TX-0005-049,ALFA PLASTIC PINK,BON_PROD,Y,1
PT-0002-3026EV-0001-003,31415,,PT-0002-3026,ALFA PLASTIC PINK EVA 0240 BC,16412,EV-0001-003,EVA 020040 BLANCO EP,BON_PROD,Y,1
PT-0002-3026PR-0001-011,31416,,PT-0002-3026,ALFA PLASTIC PINK EVA 0240 BC,16413,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0002-3026PG-0001-032,31417,,PT-0002-3026,ALFA PLASTIC PINK EVA 0240 BC,16414,PG-0001-032,BRASMELT PLUS 150,BON_PROD,Y,1.45
PT-0002-3027TX-0005-057,31418,,PT-0002-3027,ALFA LILA ESPUMA 0317 BC PELLON BC,16415,TX-0005-057,ALFA LILA,BON_PROD,Y,1
PT-0002-3027ES-0002-006,31419,,PT-0002-3027,ALFA LILA ESPUMA 0317 BC PELLON BC,16416,ES-0002-006,PEELER 030-014 BLANCO U,BON_PROD,Y,1
PT-0002-3027TX-0054-001,31420,,PT-0002-3027,ALFA LILA ESPUMA 0317 BC PELLON BC,16417,TX-0054-001,PELLON BLANCO,BON_PROD,Y,1
PT-0002-3027PR-0001-001,31421,,PT-0002-3027,ALFA LILA ESPUMA 0317 BC PELLON BC,16418,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-3028TX-0167-003,31422,,PT-0002-3028,DAMASCO BLUSH ESPUMA 0317 BLANCO,16419,TX-0167-003,DAMASCO BLUSH - BLANCO,BON_PROD,Y,1
PT-0002-3028ES-0002-006,31423,,PT-0002-3028,DAMASCO BLUSH ESPUMA 0317 BLANCO,16420,ES-0002-006,PEELER 030-014 BLANCO U,BON_PROD,Y,1
PT-0002-3028PR-0001-001,31424,,PT-0002-3028,DAMASCO BLUSH ESPUMA 0317 BLANCO,16421,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3029MQ-0015-007,31425,,PT-0002-3029,SANDWICH 961 COSECHA ESP 3 MM BCO KORENO 35 BC,16422,MQ-0015-007,SANDWICH 961 COSECHA T,BON_PROD,Y,1
PT-0002-3029ES-0002-006,31426,,PT-0002-3029,SANDWICH 961 COSECHA ESP 3 MM BCO KORENO 35 BC,16423,ES-0002-006,PEELER 030-014 BLANCO U,BON_PROD,Y,1
PT-0002-3029TX-0054-004,31427,,PT-0002-3029,SANDWICH 961 COSECHA ESP 3 MM BCO KORENO 35 BC,16424,TX-0054-004,KOREANO 35-150 BLANCO,BON_PROD,Y,1
PT-0002-3029PR-0001-001,31428,,PT-0002-3029,SANDWICH 961 COSECHA ESP 3 MM BCO KORENO 35 BC,16425,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-3030TX-0005-048,31429,,PT-0002-3030,ALFA VERDE NEON 0524 GASA BCA,16426,TX-0005-048,ALFA VERDE NEON,BON_PROD,Y,1
PT-0002-3030ES-0002-030,31430,,PT-0002-3030,ALFA VERDE NEON 0524 GASA BCA,16427,ES-0002-030,PEELER 050-017 BLANCO,BON_PROD,Y,1
PT-0002-3030TX-0040-001,31431,,PT-0002-3030,ALFA VERDE NEON 0524 GASA BCA,16428,TX-0040-001,FORRO GASA BLANCO,BON_PROD,Y,1
PT-0002-3030PR-0001-001,31432,,PT-0002-3030,ALFA VERDE NEON 0524 GASA BCA,16429,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-3031TX-0005-024,31433,,PT-0002-3031,ALFA ROJO ESPUMA 0517 BC ALFA ROJO,16430,TX-0005-024,ALFA ROJO,BON_PROD,Y,1
PT-0002-3031ES-0002-030,31434,,PT-0002-3031,ALFA ROJO ESPUMA 0517 BC ALFA ROJO,16431,ES-0002-030,PEELER 050-017 BLANCO,TEIMP,Y,1
PT-0002-3031TX-0005-024,31435,,PT-0002-3031,ALFA ROJO ESPUMA 0517 BC ALFA ROJO,16432,TX-0005-024,ALFA ROJO,TEIMP,Y,1
PT-0002-3031PR-0001-024,31436,,PT-0002-3031,ALFA ROJO ESPUMA 0517 BC ALFA ROJO,16433,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,2
PT-0002-3032TX-0005-042,31437,,PT-0002-3032,ALFA VERDE SECO ESPUMA 0524 NG GASA NG,16434,TX-0005-042,ALFA VERDE SECO,BON_PROD,Y,1
PT-0002-3032ES-0002-029,31438,,PT-0002-3032,ALFA VERDE SECO ESPUMA 0524 NG GASA NG,16435,ES-0002-029,PEELER 050-014 NEGRO U,BON_PROD,Y,1
PT-0002-3032TX-0040-002,31439,,PT-0002-3032,ALFA VERDE SECO ESPUMA 0524 NG GASA NG,16436,TX-0040-002,FORRO GASA NEGRO,BON_PROD,Y,1
PT-0002-3032PR-0001-024,31440,,PT-0002-3032,ALFA VERDE SECO ESPUMA 0524 NG GASA NG,16437,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,2
PT-0002-3033TX-0059-013,31441,,PT-0002-3033,LICRA SPORT ROJO EVA 015040 NG TST 180 NG,16438,TX-0059-013,LICRA SPORT ROJO,BON_PROD,Y,1
PT-0002-3033EV-0001-002,31442,,PT-0002-3033,LICRA SPORT ROJO EVA 015040 NG TST 180 NG,16439,EV-0001-002,EVA 015040 NEGRO EP,BON_PROD,Y,1
PT-0002-3033TX-0127-002,31443,,PT-0002-3033,LICRA SPORT ROJO EVA 015040 NG TST 180 NG,16440,TX-0127-002,TST 180 NEGRO SUAVE,BON_PROD,Y,1
PT-0002-3033PR-0001-001,31444,,PT-0002-3033,LICRA SPORT ROJO EVA 015040 NG TST 180 NG,16441,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-3034TX-0007-007,31445,,PT-0002-3034,APOLO LAVANDA KOREANO 110 BCO,16442,TX-0007-007,APOLO LAVANDA,BON_PROD,N,1
PT-0002-3034TX-0054-013,31446,,PT-0002-3034,APOLO LAVANDA KOREANO 110 BCO,16443,TX-0054-013,KOREANO 110 BLANCO,BON_PROD,Y,1
PT-0002-3034PR-0001-001,31447,,PT-0002-3034,APOLO LAVANDA KOREANO 110 BCO,16444,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3035TX-0037-005,31448,,PT-0002-3035,EKO BLANCO ESP 0317 BCO,16445,TX-0037-005,EKO BLANCO,BON_PROD,Y,1
PT-0002-3035ES-0002-008,31449,,PT-0002-3035,EKO BLANCO ESP 0317 BCO,16446,ES-0002-008,PEELER 030-017 BLANCO,BON_PROD,N,1
PT-0002-3035PR-0001-001,31450,,PT-0002-3035,EKO BLANCO ESP 0317 BCO,16447,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3036TX-0005-019,31451,,PT-0002-3036,ALFA LAKE ESPUMA 0317 BC,16448,TX-0005-019,ALFA LAKE,MATP,Y,1
PT-0002-3036ES-0002-006,31452,,PT-0002-3036,ALFA LAKE ESPUMA 0317 BC,16449,ES-0002-006,PEELER 030-014 BLANCO U,BON_PROD,Y,1
PT-0002-3036PR-0001-001,31453,,PT-0002-3036,ALFA LAKE ESPUMA 0317 BC,16450,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3037TX-0005-049,31454,,PT-0002-3037,ALFA PLASTIC PINK MEMORY RUBBER 3.5MM,16451,TX-0005-049,ALFA PLASTIC PINK,MATP,Y,1
PT-0002-3037ES-0003-012,31455,,PT-0002-3037,ALFA PLASTIC PINK MEMORY RUBBER 3.5MM,16452,ES-0003-012,MEMORY RUBBER 3.5MM,MATP,Y,1
PT-0002-3037PR-0001-001,31456,,PT-0002-3037,ALFA PLASTIC PINK MEMORY RUBBER 3.5MM,16453,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3038TX-0005-023,31457,,PT-0002-3038,ALFA NEUTRAL GREY LATEX BC COMFORT 3MM,16454,TX-0005-023,ALFA NEUTRAL GREY,BON_PROD,Y,1
PT-0002-3038ES-0026-001,31458,,PT-0002-3038,ALFA NEUTRAL GREY LATEX BC COMFORT 3MM,16455,ES-0026-001,LATEX COMFORT 3MM BLANCO,BON_PROD,Y,1
PT-0002-3038PR-0001-001,31459,,PT-0002-3038,ALFA NEUTRAL GREY LATEX BC COMFORT 3MM,16456,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3039TX-0005-008,31460,,PT-0002-3039,ALFA BLANCO LATEX BC COMFORT 3MM,16457,TX-0005-008,ALFA BLANCO,BON_PROD,Y,1
PT-0002-3039ES-0026-001,31461,,PT-0002-3039,ALFA BLANCO LATEX BC COMFORT 3MM,16458,ES-0026-001,LATEX COMFORT 3MM BLANCO,BON_PROD,Y,1
PT-0002-3039PR-0001-001,31462,,PT-0002-3039,ALFA BLANCO LATEX BC COMFORT 3MM,16459,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3040TX-0005-014,31463,,PT-0002-3040,ALFA CREMA LATEX BC COMFORT 3MM,16460,TX-0005-014,ALFA CREMA,BON_PROD,Y,1
PT-0002-3040ES-0026-001,31464,,PT-0002-3040,ALFA CREMA LATEX BC COMFORT 3MM,16461,ES-0026-001,LATEX COMFORT 3MM BLANCO,BON_PROD,Y,1
PT-0002-3040PR-0001-001,31465,,PT-0002-3040,ALFA CREMA LATEX BC COMFORT 3MM,16462,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3041TX-0139-005,31466,,PT-0002-3041,GELA BLANCO ESPUMA 0417 BC,16463,TX-0139-005,GELA 60 BLANCO,MATP,Y,1
PT-0002-3041ES-0002-019,31467,,PT-0002-3041,GELA BLANCO ESPUMA 0417 BC,16464,ES-0002-019,PEELER 040-014 BLANCO U,BON_PROD,Y,1
PT-0002-3041PR-0001-001,31468,,PT-0002-3041,GELA BLANCO ESPUMA 0417 BC,16465,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3042TX-0206-002,31469,,PT-0002-3042,NEOPRENO BLANCO TST 270 SUAVE BCO,16466,TX-0206-002,NEOPRENO BLANCO,BON_PROD,Y,1
PT-0002-3042TX-0127-005,31470,,PT-0002-3042,NEOPRENO BLANCO TST 270 SUAVE BCO,16467,TX-0127-005,TST 270 BLANCO SUAVE,BON_PROD,Y,1
PT-0002-3042PR-0001-001,31471,,PT-0002-3042,NEOPRENO BLANCO TST 270 SUAVE BCO,16468,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3042PG-0001-030,31472,,PT-0002-3042,NEOPRENO BLANCO TST 270 SUAVE BCO,16469,PG-0001-030,BRASMELT PLUS 250,BON_PROD,Y,1.45
PT-0002-3043TX-0005-057,31473,,PT-0002-3043,ALFA LILA ESPUMA 0317 BC,16470,TX-0005-057,ALFA LILA,MATP,Y,1
PT-0002-3043ES-0002-006,31474,,PT-0002-3043,ALFA LILA ESPUMA 0317 BC,16471,ES-0002-006,PEELER 030-014 BLANCO U,BON_PROD,Y,1
PT-0002-3043PR-0001-001,31475,,PT-0002-3043,ALFA LILA ESPUMA 0317 BC,16472,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3044TX-0150-017,31476,,PT-0002-3044,CRONO CONCRETO BOMBAY BCO,16473,TX-0150-017,CRONO CONCRETO,BON_PROD,Y,1
PT-0002-3044TX-0010-001,31477,,PT-0002-3044,CRONO CONCRETO BOMBAY BCO,16474,TX-0010-001,BOMBAY BLANCO,BON_PROD,Y,1
PT-0002-3044PR-0001-001,31478,,PT-0002-3044,CRONO CONCRETO BOMBAY BCO,16475,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3045TX-0005-050,31479,,PT-0002-3045,ALFA ASTRO GREEN EVA 0340 NGO,16476,TX-0005-050,ALFA ASTRO GREEN,BON_PROD,Y,1
PT-0002-3045EV-0001-008,31480,,PT-0002-3045,ALFA ASTRO GREEN EVA 0340 NGO,16477,EV-0001-008,EVA 030040 NEGRO EP,BON_PROD,Y,1
PT-0002-3045PR-0001-011,31481,,PT-0002-3045,ALFA ASTRO GREEN EVA 0340 NGO,16478,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0002-3046TX-0169-003,31482,,PT-0002-3046,VECTRA ROJO SARGA PASS,16479,TX-0169-003,VECTRA ROJO,BON_PROD,N,1
PT-0002-3046TX-0108-007,31483,,PT-0002-3046,VECTRA ROJO SARGA PASS,16480,TX-0108-007,SARGA PAS,BON_PROD,Y,1
PT-0002-3046PR-0001-001,31484,,PT-0002-3046,VECTRA ROJO SARGA PASS,16481,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3047TX-0105-007,31485,,PT-0002-3047,SANDWICH 961 CIRUELA BASE DONNA GRIS,16482,TX-0105-007,SANDWICH 961 CIRUELA 1040003367,BON_PROD,Y,1
PT-0002-3047BA-0001-006,31486,,PT-0002-3047,SANDWICH 961 CIRUELA BASE DONNA GRIS,16483,BA-0001-006,BASE GRIS DN 060 RP,BON_PROD,Y,1
PT-0002-3047PR-0001-001,31487,,PT-0002-3047,SANDWICH 961 CIRUELA BASE DONNA GRIS,16484,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3048TX-0203-010,31488,,PT-0002-3048,DEERUPT SHIRAZ BASE DONNA GRIS,16485,TX-0203-010,DEERUPT SHIRAZ,BON_PROD,N,1
PT-0002-3048BA-0001-006,31489,,PT-0002-3048,DEERUPT SHIRAZ BASE DONNA GRIS,16486,BA-0001-006,BASE GRIS DN 060 RP,BON_PROD,Y,1
PT-0002-3048PR-0001-001,31490,,PT-0002-3048,DEERUPT SHIRAZ BASE DONNA GRIS,16487,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3049TX-0005-055,31491,,PT-0002-3049,ALFA ARENA ESPUMA 0417 BC,16488,TX-0005-055,ALFA ARENA,TEIMP,Y,1
PT-0002-3049ES-0002-022,31492,,PT-0002-3049,ALFA ARENA ESPUMA 0417 BC,16489,ES-0002-022,PEELER 040-017 BLANCO U,TEIMP,Y,1
PT-0002-3049PR-0001-001,31493,,PT-0002-3049,ALFA ARENA ESPUMA 0417 BC,16490,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3050SI-0115-003,31494,,PT-0002-3050,CRAZY COGÑAC BASE CASTOR GRIS,16491,SI-0115-003,CRAZY COGÑAC 1040004630,BON_PROD,Y,1
PT-0002-3050SI-0004-001,31495,,PT-0002-3050,CRAZY COGÑAC BASE CASTOR GRIS,16492,SI-0004-001,BASE CASTOR NEGRO,BON_PROD,Y,1
PT-0002-3050PR-0001-011,31496,,PT-0002-3050,CRAZY COGÑAC BASE CASTOR GRIS,16493,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0002-3050PG-0001-025,31497,,PT-0002-3050,CRAZY COGÑAC BASE CASTOR GRIS,16494,PG-0001-025,ADHESIVO SMELLTEX TPU CE 200 1.50,BON_PROD,Y,1.5
PT-0002-3051TX-0065-006,31498,,PT-0002-3051,LONA FORTE ROJO FLIS BCO,16495,TX-0065-006,LONA FORTE ROJO,BON_PROD,Y,1
PT-0002-3051TX-0171-002,31499,,PT-0002-3051,LONA FORTE ROJO FLIS BCO,16496,TX-0171-002,FLIS BLANCO,BON_PROD,Y,1
PT-0002-3051PR-0001-001,31500,,PT-0002-3051,LONA FORTE ROJO FLIS BCO,16497,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-3052TX-0010-008,31501,,PT-0002-3052,BOMBAY ALMENDRA ESPUMA 0217BC TST 180,16498,TX-0010-008,BOMBAY ALMENDRA,BON_PROD,Y,1
PT-0002-3052ES-0002-081,31502,,PT-0002-3052,BOMBAY ALMENDRA ESPUMA 0217BC TST 180,16499,ES-0002-081,PEELER 020-014 BLANCO,BON_PROD,Y,1
PT-0002-3052TX-0127-003,31503,,PT-0002-3052,BOMBAY ALMENDRA ESPUMA 0217BC TST 180,16500,TX-0127-003,TST 180 BLANCO RIGIDO,BON_PROD,Y,1
PT-0002-3052PR-0001-001,31504,,PT-0002-3052,BOMBAY ALMENDRA ESPUMA 0217BC TST 180,16501,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
